id;siege;siege_encode;id1;impl;premier;compte;uaientitemere;identifiantunite;nomlong;nomcourt;nom_encode;description;rcr;typebibliotheque;adresse_adresse;adresse_adressecompl;adresse_codepostal;adresse_ville;adresse_pays;geo;internet_web;internet_info;internet_conta;internet_formu;internet_rss;internet_blog;internet_wiki;internet_masto;internet_faceb;internet_twitt;internet_youtu;internet_daily;internet_vimeo;internet_peris;internet_insta;internet_flick;internet_pinte;internet_linke;internet_googl;internet_viade;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;regrgp_nom;fd_id;logo_scd;wall_rss;wall_faceb;wall_twitt;wall_youtu;wall_vimeo;wall_flick;wall_pinte;wall_googl;noctambuplus
0753471R;Service commun de la documentation du Conservatoire national des arts et métiers;Service%20commun%20de%20la%20documentation%20du%20Conservatoire%20national%20des%20arts%20et%20m%E9;0753471R-06;0753471R-06-1;Oui;1;0753471R;UN06;Centre de documentation du Centre d'étude de l'emploi et du travail;Centre de documentation du CEET;Centre%20de%20documentation%20du%20Centre%20d%27%E9tude%20de%20l%27emploi%20et%20du%20travail;;930515101;;29 promenade Michel Simon;Le Descartes 1;93166;Noisy-le-grand;;48.84346997133213,2.577492126518223;http://www.cee-recherche.fr/la-documentation/mission-et-services;http://bibliotheque.cnam.fr/centre-de-documentation-du-centre-d-etudes-de-l-emploi-et-du-travail-885391.kjsp?RH=1499328288370&RF=1499328288370;documentation@cee-recherche.fr;;;;;;;;;;;;;;;;;;93051;Noisy-le-Grand;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0440121T;Service commun de la documentation (SCD) de l’Université de Nantes;Service%20commun%20de%20la%20documentation%20%28SCD%29%20de%20l%92Universit%E9%20de%20Nantes;0440121T-22;0440121T-22-1;Oui;1;0440984F;UN22;BA14 Documentation d'Odontologie;;BA14%20Documentation%20d%27Odontologie;;441092219;bibliothèque associée;1, place Alexis-Ricordeau;UFR d'Odontologie;44000;Nantes;;47.212079,-1.552732;http://www.bu.univ-nantes.fr/;http://www.bu.univ-nantes.fr/bibliotheques-associees-et-partenaires/domaine-sante/;;;;;;;;;;;;;;;;;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;Province;FD111;;;;;;;;;;
0060634G;Université Nice Sophia Antipolis;Universit%E9%20Nice%20Sophia%20Antipolis;0060634G-06;0060634G-06-1;Oui;1;0060931E;UN06;BU Médecine - Antenne de l'Archet;BU de l'Archet;BU%20M%E9decine%20%2D%20Antenne%20de%20l%27Archet;;;;151 route Saint Antoine de Ginestière;Centre Hospitalier Universitaire (CHU), Bâtiment Archimède;6204;Nice;;43.697597,7.226665;http://bibliotheque.unice.fr/;http://bibliotheque.unice.fr/infos-pratiques/inscription-et-acces-aux-ressources;bumedecine@unice.fr;http://bibliotheque.unice.fr/infos-pratiques/bibliotheques/larchet;;http://bibliotheque-blogs.unice.fr/neurones/;;;https://www.facebook.com/busmnice/;;;;;;;;;;;;6088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0060634G.png;;busmnice;;;;;;;
0352303N;Université Rennes 2 - Service Commun de Documentation;Universit%E9%20Rennes%202%20%2D%20Service%20Commun%20de%20Documentation;0352303N-16;0352303N-16-1;Oui;1;0350937D;UN16;Bibliothèque SUIO - IP;;Biblioth%E8que%20SUIO%20%2D%20IP;;;bibliothèque associée;Place du Recteur Henri le Moal;Bât Présidence;35043;RENNES;;48.121498,-1.704717;https://www.bu.univ-rennes2.fr/;https://www.bu.univ-rennes2.fr/bibliotheque/resultats?lookfor=suio;r2suio@univ-rennes2.fr;https://www.bu.univ-rennes2.fr/service/poser-une-question-par-chat-ou-par-mail;;;;;;;;;;;;;;;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;Province;FD111;0352303N.png;;;;;;;;;
0134031L;SCD Aix-Marseille Université;SCD%20Aix%2DMarseille%20Universit%E9;0134031L-28;0134031L-28-2;Non;2;0134009M;UN28;Bibliothèque IEP;;Biblioth%E8que%20IEP;;130012206;bibliothèque associée;Centre de documentation recherche - Espace Philippe Seguin - 31 av. Jean Dalmas;;13100;Aix-en-Provence;;43.5291676,5.435713699999951;http://www.sciencespo-aix.fr/contenu/bibliotheque/;;;;;;;;;;;;;;;;;;;;13001;Aix-en-Provence;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0134031L.jpg;;;;;;;;;
0940607Z;Ecole normale supérieure Paris-Saclay;Ecole%20normale%20sup%E9rieure%20Paris%2DSaclay;0940607Z-03;0940607Z-03-1;Oui;1;0940607Z;UN03;Bibliothèque du CMLA;;Biblioth%E8que%20du%20CMLA;;;bibliothèque associée;61, avenue du Président Wilson;Bâtiment Laplace;94230;Cachan;;48.78911100000001,2.325304;http://cmla.ens-paris-saclay.fr/version-francaise/bibliotheque/;;;http://cmla.ens-paris-saclay.fr/version-francaise/bibliotheque/;;;;;;;;;;;;;;;;;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0352288X;Université de Rennes 1 - Service Commun de la Documentation;Universit%E9%20de%20Rennes%201%20%2D%20Service%20Commun%20de%20la%20Documentation;0352288X-17;0352288X-17-1;Oui;2;0350936C;UN17;Bibliothèque de l'Institut d'Etudes Politiques de Rennes;Bibliothèque de l'IEP;Biblioth%E8que%20de%20l%27Institut%20d%27Etudes%20Politiques%20de%20Rennes;;352382339;bibliothèque associée;104, bld de la Duchesse Anne;;35700;Rennes;;48.121782,-1.668923;http://rennesiep.ent.sirsidynix.net.uk/client/fr_FR/default;;bibliotheque@sciencespo-rennes.fr;;;;;;https://fr-fr.facebook.com/pages/Biblioth%C3%A8que-de-SciencesPo-Rennes/181171491946035;;;;;;;;;;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;Province;FD111;0352288X.jpg;;Bibliothèque-de-SciencesPo-Rennes-181171491946035;;;;;;;
0511121S;Bibliothèque de l'Université de Reims Champagne Ardenne;Biblioth%E8que%20de%20l%27Universit%E9%20de%20Reims%20Champagne%20Ardenne;0511121S-10;0511121S-10-1;Oui;1;0511296G;UN10;Bibliothèque Troyes Education;;Biblioth%E8que%20Troyes%20Education;;103872202;;6 avenue des Lombards;;10000;TROYES;;48.276161,4.071891;http://www.univ-reims.fr/bu;http://www.univ-reims.fr/les-bibliotheques/bu-troyes-education/bu-troyes-education,20199,34106.html;bu-troyes-education@univ-reims.fr;;;;;;https://www.facebook.com/budetroyes.urca/;https://twitter.com/bureims;;;;;;;;;;;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R44;Grand Est;Province;FD111;;;budetroyes.urca;bureims;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-10;0340834X-10-1;Oui;1;0341089Z;UN10;IUT Montpellier et antenne Sète;;IUT%20Montpellier%20et%20antenne%20S%E8te;;341722111;;99,  Avenue d'Occitanie;;34000;Montpellier;;43.6348697,3.8506651;http://www.biu-montpellier.fr;;biblio@iutmontp.univ-montp2.fr;https://boomerang.biu-montpellier.fr;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-36;0340834X-36-1;Oui;1;0341089Z;UN36;UM-bibliothèque du LIRMM;;UM%2Dbiblioth%E8que%20du%20LIRMM;;;bibliothèque associée;161, rue Ada;;34000;Montpellier;;43.637362,3.840762;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-21;0340834X-21-1;Oui;1;0341089Z;UN21;UM-FDE-Montpellier Cedhre;;UM%2DFDE%2DMontpellier%20Cedhre;;341722207;bibliothèque associée;2 place Marcel Godechot;;34000;Montpellier;;43.6198978,3.8692637999999997;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-26;0333308S-26-1;Oui;1;0333298F;Un26;Bibliothèque de recherche Mathématiques et Informatique (BMI);BMI;Biblioth%E8que%20de%20recherche%20Math%E9matiques%20et%20Informatique%20%28BMI%29;;335222209;;351 cours de la Libération;Bât A33;33405;TALENCE;;44.80942997166354,-0.5938142538070671;https://bibliotheques.u-bordeaux.fr/Les-bibliotheques/Sciences-et-Technologies/Bibliotheque-de-recherche-mathematique-et-informatique;;doc-bibliotheque@u-bordeaux.fr;;;;;;;;;;;;;;;;;;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-30;0333308S-30-1;Oui;1;0333298F;Un30;Bibliothèque du Centre de Recherche Paul Pascal (CRPP);Bib. CRPP;Biblioth%E8que%20du%20Centre%20de%20Recherche%20Paul%20Pascal%20%28CRPP%29;;333182213;bibliothèque associée;115 avenue du docteur Albert Schweitzer;;33600;PESSAC;;44.799347,-0.618979;;;;;;;;;;;;;;;;;;;;;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;
0921510S;Service Commun de Documentation de l'Université Paris Nanterre;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20Paris%20Nanterre;0921510S-10;0921510S-10-1;Oui;1;0921204J;UN10;Bibliothèque d'Aménagement et Urbanisme (UFR SSA);BUFR Urbanisme;Biblioth%E8que%20d%27Am%E9nagement%20et%20Urbanisme%20%28UFR%20SSA%29;;920502102;bibliothèque associée;200, avenue de la République;Bâtiment D, salle 412;92000;Nanterre;;48.90241706218288,2.212236584686252;https://ufr-ssa.parisnanterre.fr/formation-et-scolarite/bibliotheques/amenagement-et-urbanisme/la-bibliotheque-d-amenagement-et-urbanisme-ufr-ssa--494222.kjsp?RH=ssa_atinf&RF=1294993603487;http://scd.parisnanterre.fr/bibliotheques/bufr-urbanisme/;frakoton@parisnanterre.fr;;;;;;;;;;;;;;;;;;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;0921510S.jpg;;;;;;;;;
0921510S;Service Commun de Documentation de l'Université Paris Nanterre;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20Paris%20Nanterre;0921510S-01;0921510S-01-1;Oui;1;0921204J;UN01;Bibliothèque de l'UFR de Psychologie et Sciences de l’éducation (UFR SPSE);BUFR SPSE;Biblioth%E8que%20de%20l%27UFR%20de%20Psychologie%20et%20Sciences%20de%20l%92%E9ducation%20%28UFR%20SPSE%29;;920502102;;200, avenue de la République;Bâtiment C, salle R01;92000;Nanterre;;48.902910736856526,2.211571396850559;http://scd.parisnanterre.fr/bibliotheques/bufr-spse/;http://ufr-spse.parisnanterre.fr/formations-et-scolarite/bibliotheques/;laura.jouvin@parisnanterre.fr;;;;;;;;;;;;;;;;;;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;0921510S.jpg;;;;;;;;;
0921510S;Service Commun de Documentation de l'Université Paris Nanterre;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20Paris%20Nanterre;0921510S-02;0921510S-02-1;Oui;1;0921204J;UN02;Bibliothèque de l'UFR Langues et Civilisations Etrangères;BUFR LCE;Biblioth%E8que%20de%20l%27UFR%20Langues%20et%20Civilisations%20Etrang%E8res;;920502102;;200, avenue de la République;Bâtiment V;92000;Nanterre;;48.90452572421791,2.2128588571777073;http://scd.parisnanterre.fr/bibliotheques/bufr-lce/;http://ufr-lce.parisnanterre.fr/formations-et-scolarite/la-bibliotheque/;;;;;;;;;;;;;;;;;;;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;0921510S.jpg;;;;;;;;;
0250986L;Service commun de la documentation de l'Université de Franche-Comté;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Franche%2DComt%E9;0250986L-00;0250986L-00-1;Oui;1;0251215K;Un00;Service administratif du Service Commun de la Documentation de l'Université de Franche-Comté;Administration du SCD de l'UFC;Service%20administratif%20du%20Service%20Commun%20de%20la%20Documentation%20de%20l%27Universit%E9;;;;20 rue Ambroise Paré;Bibliothèque Universitaire Santé;25000;Besançon;;;http://scd.univ-fcomte.fr/;;;;;;;;;;;;;;;;;;;;25056;Besançon;UU25602;Besançon;D025;Doubs;A03;Besançon;R27;Bourgogne-Franche-Comté;Province;FD111;0250986L.jpg;;;;;;;;;
0141110F;Université de Caen Normandie - Service commun de la documentation;Universit%E9%20de%20Caen%20Normandie%20%2D%20Service%20commun%20de%20la%20documentation;0141110F-11;0141110F-11-1;Oui;1;0141408E;UN11;Bibliothèque-cartothèque de l'UFR SEGGAT;BUFR SEGGAT;Biblioth%E8que%2Dcartoth%E8que%20de%20l%27UFR%20SEGGAT;;141182201;bibliothèque associée;Esplanade de la paix;Campus 1, Bâtiment A, CS14032;14032;Caen Cedex 5;;49.18942122324961,-0.363372269836418;http://documentation.unicaen.fr/;http://documentation.unicaen.fr/Default/bib.aspx;;http://documentation.unicaen.fr/Default/jai-une-question.aspx;;http://documentation.unicaen.fr/Default/blogs-des-bu.aspx;http://documentation.unicaen.fr/Default/jai-une-question.aspx;;https://fr-fr.facebook.com/unicaen;https://twitter.com/universite_caen;http://www.youtube.com/channel/UCGRjIzuLkwSGRGLVwtC2sOQ;;https://vimeo.com/unicaen;;https://www.instagram.com/universitecaen/;http://www.flickr.com/photos/97346339@N05/;;;;;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;Province;FD111;0141110F.png;;;;channel/UCGRjIzuLkwSGRGLVwtC2sOQ;;97346339@N05;;;
0595785T;Service Commun de Documentation de l'Université de Lille;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20de%20Lille;0595785T-02;0595785T-02-1;Oui;1;0597065J;UN03;Centre de Documentation et de Révision - UFR sciences terre;;Centre%20de%20Documentation%20et%20de%20R%E9vision%20%2D%20UFR%20sciences%20terre;;;bibliothèque associée;UFR des Sciences de la Terre;Cité scientifique, Bâtiment SN5, Av. Paul Langevin;59655;Villeneuve d'Ascq Cedex;;50.607940210341816,3.145869076251983;;http://sciences-de-la-terre.univ-lille1.fr/Documentation/CDR/;David.Decroocq@univ-lille1.fr;;;;;;;;;;;;;;;;;;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;Province;FD111;0595785T.jpg;;;;;;;;;
0595785T;Service Commun de Documentation de l'Université de Lille;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20de%20Lille;0595785T-38;0595785T-38-1;Oui;1;0597065J;UN06;Centre de documentation  de l'Institut des Sciences du Travail;IST;Centre%20de%20documentation%20%20de%20l%27Institut%20des%20Sciences%20du%20Travail;;593502201;bibliothèque associée;1 Place Déliot;;59024;LILLE;;50.619445,3.068555;http://ist.univ-lille2.fr/le.fonds-documentaire.html;http://ist.univ-lille2.fr/le.fonds-documentaire.html;ist@univ-lille2.fr;;;;;;;;;;;;;;;;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;Province;FD111;0595785T.jpg;;;;;;;;;
0754523J;Bibliothèque de l'Université  Panthéon-Assas Paris II;Biblioth%E8que%20de%20l%27Universit%E9%20%20Panth%E9on%2DAssas%20Paris%20II;0754523J-00;0754523J-00-1;Oui;1;0751718K;Un00;Bibliothèque de l'Université  Panthéon-Assas Paris II;Bibliothèque d'Assas;Biblioth%E8que%20de%20l%27Universit%E9%20%20Panth%E9on%2DAssas%20Paris%20II;;;;92 rue d'Assas;;75006;Paris;;48.843572,2.333494;;;;;;;;;;;;;;;;;;;;;75106;Paris  6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;0754523J.jpg;;;;;;;;;
0542400R;Direction de la Documentation et de l'Edition;Direction%20de%20la%20Documentation%20et%20de%20l%27Edition;0542400R-18;0542400R-18-1;Oui;1;0542493S;UN18;BU ESPE Bar le Duc;;BU%20ESPE%20Bar%20le%20Duc;;543952103;;1, Place de l'Ecole Normale;;55014;Bar le Duc;;48.76305,5.154218;http://www.univ-lorraine.fr/;https://bu.univ-lorraine.fr/bibliotheques/espe-bar-le-duc;;;;;;;;;;;;;;;;;;;55029;Bar-le-Duc;UU55301;Bar-le-Duc;D055;Meuse;A12;Nancy-Metz;R44;Grand Est;Province;FD111;;;;;;;;;;
0753480A;Collège de France;Coll%E8ge%20de%20France;0753480A-09;0753480A-09-1;Oui;1;0753480A;UN09;Bibliothèque Extrême-orient_Inde;Bibliothèque des études indiennes;Biblioth%E8que%20Extr%EAme%2Dorient%5FInde;"La bibliothèque de l’Institut d’études indiennes – fondé en 1927 à l’initiative d’Émile Senart et Sylvain Lévi – abrite un fonds de plus de 36 000 monographies et 500 revues, dont 40 en cours, concernant le monde indien (Asie centrale indianisée, Afghanistan, Pakistan, Inde, Népal, Sri Lanka) : textes sanskrits, langues indo-aryennes et de la frontière indo-iranienne, textes tamouls, philologie, linguistique, histoire politique et religieuse de l’Inde classique, etc.

S’y ajoutent une centaine de manuscrits, des œuvres d'art, des fonds d'archives scientifiques (S. Lévi, L. Renou, P. Reichert, G. Fussman, M. Biardeau, Ch. Bouy), une cartothèque et une photothèque qui compte plus de 30 000 clichés. ces fonds patrimoniaux sont pour partie numérisés et accessibles en ligne sur Salamandre, la bibliothèque numérique du Collège de France (https://salamandre.college-de-france.fr).

La bibliothèque est accessible à partir du Master sur recommandation d'un professeur ou directeur de recherche.";751052350;;49 bis Av de la Belle Gabrielle;Institut d'études indiennes;75012;PARIS;;48.832443,2.467176;https://www.college-de-france.fr/site/bibliotheques-archives/Bibliotheque-des-etudes-indienners.htm;;bibliotheque-inde.drpd@college-de-france.fr;;;https://archibibscdf.hypotheses.org/;;;;;;;;;;;;;;;75112;Paris 12e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0860701V;Service commun de la documentation de l'Université de Poitiers;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Poitiers;0860701V-02;0860701V-02-1;Oui;1;0860856N;UN02;Médiathèque de l'ESPE - Site  de la Vienne;;M%E9diath%E8que%20de%20l%27ESPE%20%2D%20Site%20%20de%20la%20Vienne;;861942108;;5 rue Shirin Ebadi;Bâtiment B20;86000;Poitiers;;46.56714034363114,0.386645787715906;http://scd.univ-poitiers.fr/vos-bibliotheques/campus-de-poitiers/bu-ef/;http://scd.univ-poitiers.fr/vos-bibliotheques/campus-de-poitiers/bu-ef/;sylvie.plumereau@univ-poitiers.fr;http://scd.univ-poitiers.fr/vos-bibliotheques/campus-de-poitiers/bu-ef/;;;;;;;;;;;;;;;;;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;Province;FD111;;;;;;;;;;
0673029D;Service des bibliothèques de l'Université de Strasbourg;Service%20des%20biblioth%E8ques%20de%20l%27Universit%E9%20de%20Strasbourg;0673029D-04;0673029D-04-1;Oui;1;0673021V;Un04;Bibliothèque de la  Faculté de droit;;Biblioth%E8que%20de%20la%20%20Facult%E9%20de%20droit;;;;1 place d'Athènes;;67045;Strasbourg;;48.57899459999999,7.7681342;;https://bu.unistra.fr/.do#9;;;;;;;;;;;;;;;;;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;Province;FD111;0673029D.png;;;;;;;;;
0450744P;Service Commun de Documentation de l'Université d'Orléans;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20d%27Orl%E9ans;0450744P-02;0450744P-02-1;Oui;1;0450855K;UN02;Bibliothèque de l'IUT de Chartres;Bibliothèque IUT Chartres;Biblioth%E8que%20de%20l%27IUT%20de%20Chartres;;280852202;bibliothèque associée;1 place Roger Joly;;28000;Chartres;;48.442007,1.496381;http://scd.univ-orleans.fr/;http://scd.univ-orleans.fr/bu-iut-chartres;matthias.duvivier@univ-orleans.fr;http://scd.univ-orleans.fr/question-remarque-suggestion;;;;;;;;;;;;;;;;;28085;Chartres;UU28501;Chartres;D028;Eure-et-Loir;A18;Orléans-Tours;R24;Centre-Val de Loire;Province;FD111;;;;;;;;;;
0940607Z;Ecole normale supérieure Paris-Saclay;Ecole%20normale%20sup%E9rieure%20Paris%2DSaclay;0940607Z-02;0940607Z-02-1;Oui;1;0940607Z;UN02;Bibliothèque Durkheim;;Biblioth%E8que%20Durkheim;;;bibliothèque associée;61, avenue du Président Wilson;Bâtiment Laplace - 3è étage;94230;Cachan;;48.78911100000001,2.325304;http://www.ens-paris-saclay.fr/bibliotheque;http://www.ens-paris-saclay.fr/bibliotheque;;;;;;;;;;;;;;;;;;;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0352288X;Université de Rennes 1 - Service Commun de la Documentation;Universit%E9%20de%20Rennes%201%20%2D%20Service%20Commun%20de%20la%20Documentation;0352288X-21;0352288X-21-1;Oui;1;0350936C;UN21;IEP Rennes - Antenne Caen;;IEP%20Rennes%20%2D%20Antenne%20Caen;;141182304;bibliothèque associée;10, rue Pasteur;;14000;Caen;;49.183984,-0.367485;;;;;;;;;;;;;;;;;;;;;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;Province;FD111;0352288X.jpg;;;;;;;;;
0511121S;Bibliothèque de l'Université de Reims Champagne Ardenne;Biblioth%E8que%20de%20l%27Universit%E9%20de%20Reims%20Champagne%20Ardenne;0511121S-09;0511121S-09-1;Oui;1;0511296G;UN09;Bibliothèque Universitaire de Chaumont;;Biblioth%E8que%20Universitaire%20de%20Chaumont;;521212201;;4 rue du 14 Juillet;;52000;Chaumont;;48.112854,5.144845;http://www.univ-reims.fr/bu;http://www.univ-reims.fr/les-bibliotheques/bu-chaumont/bu-chaumont,20197,34104.html;bu-chaumont@univ-reims.fr;;;;;;https://www.facebook.com/buchaumont.urca/;https://twitter.com/bureims;;;;;;;;;;;52121;Chaumont;UU52401;Chaumont;D052;Haute-Marne;A19;Reims;R44;Grand Est;Province;FD111;;;buchaumont.urca;bureims;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-41;0340834X-41-1;Oui;1;0341089Z;UN41;UPV-CDPS lettres classiques;;UPV%2DCDPS%20lettres%20classiques;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-24;0340834X-24-1;Oui;1;0341089Z;UN24;UPV-Bibliothèque d'arabe;;UPV%2DBiblioth%E8que%20d%27arabe;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-14;0333308S-14-1;Oui;1;0333298F;Un14;Laboratoire d’Analyse et de Recherche  en Économie et Finance Internationales (LAREFI);LAREFI;Laboratoire%20d%92Analyse%20et%20de%20Recherche%20%20en%20%C9conomie%20et%20Finance%20International;;;bibliothèque associée;Avenue Léon Duguit;Bâtiment  recherche économie , 1er étage;33608;PESSAC;;44.799135,-0.614467;;;;;;;;;;;;;;;;;;;;;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;
0623982S;Université d'Artois;Universit%E9%20d%27Artois;0623982S-01;0623982S-01-1;Oui;1;0623957P;Un01;Bibliothèque de Sciences Appliquées;;Biblioth%E8que%20de%20Sciences%20Appliqu%E9es;;621192101;;Rue de l'université;;62408;Bethune;;50.517891,2.656115;http://portail-bu.univ-artois.fr/medias/medias.aspx?INSTANCE=EXPLOITATION;http://portail-bu.univ-artois.fr/medias/medias.aspx?INSTANCE=exploitation&PORTAL_ID=bu_bethune.xml;;;;;;;https://www.facebook.com/bibliotheques.artois;;;;;;;;;;;;62119;Béthune;UU00752;Béthune;D062;Pas-de-Calais;A09;Lille;R32;Hauts-de-France;Province;FD111;;;bibliotheques.artois;;;;;;;
0680115F;Université de Haute Alsace - Service commun de Documentation;Universit%E9%20de%20Haute%20Alsace%20%2D%20Service%20commun%20de%20Documentation;0680115F-04;0680115F-04-1;Oui;1;0681166Y;UN04;Bibliothèque Universitaire de l'Illberg;BU Illberg;Biblioth%E8que%20Universitaire%20de%20l%27Illberg;;682242101;;8, rue des Frères Lumière;;68100;Mulhouse;;47.73021,7.31204;http://www.scd.uha.fr;;bibliotheques.scd@uha.fr;;;;;;https://www.facebook.com/BUIllberg/;;;;;;;;;;;;68224;Mulhouse;UU68701;Mulhouse;D068;Haut-Rhin;A15;Strasbourg;R44;Grand Est;Province;FD111;0680115F.png;;BUIllberg;;;;;;;Oui
0595785T;Service Commun de Documentation de l'Université de Lille;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20de%20Lille;0595785T-20;0595785T-20-1;Oui;1;0597065J;UN09;Bibliothèque Georges Lefebvre - IRHiS;;Biblioth%E8que%20Georges%20Lefebvre%20%2D%20IRHiS;;590092218;bibliothèque associée;Rue du barreau;Domaine universitaire du Pont de Bois, Bât A, salle A1.217;59650;Villeneuve d'Ascq;;50.626753,3.125998;;https://www.univ-lille3.fr/bibliotheques/reseau/irhis-histoire/;;;;http://bibirhis.hypotheses.org/;;;;;;;;;;;;;;;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;Province;FD111;0595785T.jpg;;;;;;;;;
